Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
banane-dessert-bio-1kg,Banane dessert bio 1kg,"<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/ferme-morne-capot"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"">Voir la présentation de cette ferme</a></p>
</div>",Carib'fruits,,Frais,"",false,Poids,1kg,,,,,"",0.0,shopify,989,deny,manual,1.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Banane-bio-ferme-morne-capot-lorrain-michel-larougery-Martinique-Ecologie-agroecologie-agriculture-bio_b6bade63-f786-4ca6-b601-f80f8ce190a3.jpg?v=1629139658,1,,false,,,,,,,,,,,,,,,,,kg,,1.26,active
banane-dessert-bio-1kg,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/bananas-1354785_1920_43010a2b-7f16-433a-9222-ca03039a087d.jpg?v=1629139658,2,,,,,,,,,,,,,,,,,,,,,,
banane-dessert-bio-1kg,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Banane-dessert-bio-ferme-morne-capot-lorrain-michel-larougery-Martinique-Ecologie-agroecologie-agriculture-bio_c0ad2300-4285-49ff-9988-3fe2b345196e.jpg?v=1629138844,3,Banane dessert bio 1kg Background,,,,,,,,,,,,,,,,,,,,,
graine-de-roucous-bio,Graines de roucou bio 60g,"<p><meta charset=""utf-8"">Les graines de rocou sont utilisées comme aromate, mais aussi comme colorant, cosmétique, et produit pharmaceutique<span>. Elles contiennent de nombreux bienfaits pour la santé.</span></p>
<p>Vous trouverez plus d'information sur l'origine de ce produit et ses diverses utilisations ici : https://ileauxepices.com/epices/368-rocou.html</p>
<p> </p>",Maison du manioc - JadKaPro,,préparation,"Bio, cacao, Catégorie_Fruits, François, Fruit, jardin kalbanat, Raymond rijo",true,1 bocal,60g,,,,,"",0.0,shopify,0,deny,manual,5.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_953cf46e-c4d5-4019-89bb-79c0c1a36430.jpg?v=1629073560,1,,false,,,,,,,,,,,,,,,,,kg,,4.00,active
papaye-verte-1kg,Papaye verte 1kg,"",Le Safoutier,,fruit,"Bio, Catégorie_Fruits, Fruit",false,Poids,1kg,,,,,,0.0,shopify,2,deny,manual,3.10,,false,false,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_6ca258d0-99a5-4ecd-aae4-ff21b1d72404.jpg?v=1629049377,1,,false,,,,,,,,,,,,,,,,,kg,,2.00,active
lime-de-tahiti-citron-vert-bio-500g,Lime de Tahiti (citron vert) bio 500g,"Introduit au 16e siècle par les espagnols, le citron est maintenant indissociable de la cuisine martiniquaise. En assaisonnement avec le jus et en pâtisserie avec le zeste, il ne devrait rester que les pépins à planter.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/ferme-morne-capot"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"">Voir la présentation de cette ferme</a></p>
</div>",Félix pognon,,Frais,"",true,Poids,500g,,,,,"",0.0,shopify,0,deny,manual,2.70,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Citron-vert-bio-ferme-morne-capot-lorrain-michel-larougery-Martinique-Ecologie-agroecologie-agriculture-bio_85281c8d-48bc-4780-9a75-c3d8b894ecfa.jpg?v=1631839744,1,Citron vert bio Background,false,,,,,,,,,,,,,,,,,kg,,1.50,active
lime-de-tahiti-citron-vert-bio-500g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Citron-bio-ferme-morne-capot-lorrain-michel-larougery-Martinique-Ecologie-agroecologie-agriculture-bio_99cc4bf4-d75b-4fcc-acb1-e05dcdc72564.jpg?v=1631839729,2,,,,,,,,,,,,,,,,,,,,,,
aubergine-bariolee-bio-500g-1,Aubergine bariolée bio 500g,"",Le Potager des Mornes,,Frais,"Bio, Catégorie_Légumes, Légume",true,Poids,500g,,,,,"",0.0,shopify,0,deny,manual,2.30,,false,false,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/WhatsAppImage2021-08-06at12.07.52.jpg?v=1628266406,1,,false,,,,,,,,,,,,,,,,,kg,,1.50,active
plant-de-zeb-a-pik-bio-1l,Plant de Zeb à Pik bio 1L,"",Kalinabio,,Plante,Bio,false,Poids,1 pot de 1L,,,,,"",0.0,shopify,12,deny,manual,16.00,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/WhatsAppImage2021-08-03at19.22.04.jpg?v=1628127461,1,,false,,,,,,,,,,,,,,,,,kg,,10.00,active
laitue-feuille-de-chene-rouge-bio-2,Laitue feuille de chêne rouge bio,"",Domaine de la Chabet,,Frais,"Bio, Catégorie_Légumes, Légume",false,Poids,1 à 2 têtes,,,,,,0.0,shopify,20,deny,manual,2.90,,false,false,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Laitue_Feuille_de_Chene_rouge_8ce687bf-4b63-446e-8774-c3c9496418aa.jpg?v=1628031970,1,,false,,,,,,,,,,,,,,,,,kg,,2.00,active
bananes-jaunes-bio-42g,Bananes tolé bio 50g,Mahault transforme certains produits de la ferme du morne capot pour notre plus grand plaisir.,L' Atelier des fruités,,fruit,"banane, banane séchée, Bio, Catégorie_Fruits, Fruit, L' atelier des fruités, mao, morne rouge, Producteurs_L' atelier des fruités",true,Poids,50g,,,,,"",0.0,shopify,7,deny,manual,3.50,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_2966.jpg?v=1639531672,1,,false,,,,,,,,,,,,,,,,,kg,,2.30,active
jacques-seches-bio-40g,Jacques séchés bio 35g,Mahault transforme certains produits de la ferme du morne capot pour notre plus grand plaisir.,L' Atelier des fruités,,fruit,"banane, banane séchée, Bio, Catégorie_Fruits, Fruit, L' atelier des fruités, mao, morne rouge, Producteurs_L' atelier des fruités",false,Poids,35g,,,,,"",0.0,shopify,0,deny,manual,5.20,,false,false,"",,,,false,,,,,,,,,,,,,,,,,kg,,3.40,draft
cocos-sechees-bio-60g,Cocos séchés bio 60g,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">[IMPORTANT]</strong></p>
<p data-mce-fragment=""1"">Afin de limiter notre impact sur l'environnement, nous avons opté avec le producteur pour un nouvel emballage en papier. Veillez à bien conserver ce produit dans<span data-mce-fragment=""1""> </span><strong data-mce-fragment=""1"">un contenant hermétique</strong> (type Tupperware) pour maintenir toute sa fraicheur ! (évitez le réfrigérateur).</p>",L' Atelier des fruités,,fruit,"banane, banane séchée, Bio, Catégorie_Fruits, Fruit, L' atelier des fruités, mao, morne rouge, Producteurs_L' atelier des fruités",true,Poids,60g,,,,,"",0.0,shopify,3,deny,manual,2.60,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_166843d3-ef22-421f-974e-e49272454b68.jpg?v=1633104590,1,,false,,,,,,,,,,,,,,,,,kg,,1.70,active
cocos-sechees-bio-60g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/WhatsAppImage2021-08-06at17.11.14.jpg?v=1633104590,2,,,,,,,,,,,,,,,,,,,,,,
bananes-au-courbaril-bio-40g,Bananes au courbaril bio 42g,Mahault transforme certains produits de la ferme du morne capot pour notre plus grand plaisir.,L' Atelier des fruités,,fruit,"banane, banane séchée, Bio, Catégorie_Fruits, Fruit, L' atelier des fruités, mao, morne rouge, Producteurs_L' atelier des fruités",false,Poids,42g,,,,,"",0.0,shopify,0,deny,manual,5.40,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Bananescourbaril.jpg?v=1627919167,1,,false,,,,,,,,,,,,,,,,,kg,,3.60,draft
bananes-kankanbou-sechees-bio-72g,Bananes Kankanbou séchées bio 72g,"<p>Mahault transforme certains produits de la ferme du morne capot pour notre plus grand plaisir. Voici un produit 100% sain et nutritif, pour vos encas et vos créations de desserts.</p>
<p> </p>
<p><strong>[IMPORTANT]</strong></p>
<p>Afin de limiter notre impact sur l'environnement, nous avons opté avec le producteur pour un nouvel emballage en papier. Veillez à bien conserver ce produit dans<span> </span><strong>un contenant hermétique</strong> (type Tupperware) pour maintenir toute sa fraicheur ! (évitez le réfrigérateur).</p>",L' Atelier des fruités,,Epicerie,Panier semaine,true,Poids,72g,,,,,"",0.0,shopify,7,deny,manual,3.50,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_afec3276-498d-42a9-baf6-963a87ab24e0.jpg?v=1633104373,1,,false,,,,,,,,,,,,,,,,,kg,,2.30,active
bananes-kankanbou-sechees-bio-72g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Kankanbou.jpg?v=1633104373,2,,,,,,,,,,,,,,,,,,,,,,
papayes-sechees-bio-40g,Papayes séchées bio 40g,Mahault transforme certains produits de la ferme du morne capot pour notre plus grand plaisir.,L' Atelier des fruités,,fruit,"banane, banane séchée, Bio, Catégorie_Fruits, Fruit, L' atelier des fruités, mao, morne rouge, Producteurs_L' atelier des fruités",false,Poids,40g,,,,,"",0.0,shopify,0,deny,manual,3.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Papayesechee.jpg?v=1627918998,1,,false,,,,,,,,,,,,,,,,,kg,,2.60,draft
farine-de-banane-bio-250g,Farine de banane bio 250g,"",Maison du manioc - JadKaPro,,Epicerie,"Bio, Catégorie_Légumes, farine, François, jardin kalbanat, Légume, patate douce, Raymond rijo",true,Poids,250g,,,,,"",0.0,shopify,0,deny,manual,8.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_1752.jpg?v=1627918203,1,,false,,,,,,,,,,,,,,,,,kg,,6.00,active
piment-fort-habanero-chocolate-bio-100g,Piment fort Habanero bio 100g,"",Le Potager des Mornes,,Plante,"Bio, Catégorie_Légumes, Légume",true,Poids,100g,,,,,"",0.0,shopify,0,deny,manual,1.60,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_032c3c02-3e3b-48b7-b6ea-e2f44a1c00b5.jpg?v=1634313582,1,,false,,,,,,,,,,,,,,,,,kg,,1.00,active
piment-fort-habanero-chocolate-bio-100g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_b11a1da2-b435-4f7d-b228-1254a3ddf7a1.jpg?v=1634313582,2,,,,,,,,,,,,,,,,,,,,,,
ti-panier,Panier à thème - Feuillage,"<p>Notre panier à thème est cette semaine constitué exclusivement de produits herbacés.</p>
<p>Il est le reflet de la saison, mais aussi de conditions naturelles parfois exceptionnelles. Ponctuellement, la disponibilité de certains produits annoncés peut donc varier ; ils seront remplacés par un produit similaire.</p>
<meta charset=""utf-8""><meta charset=""utf-8"">
<style data-mce-fragment=""1"" type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<table data-mce-fragment=""1"" border=""1"" dir=""ltr"" cellpadding=""0"" cellspacing=""0"" xmlns=""http://www.w3.org/1999/xhtml"">
<colgroup data-mce-fragment=""1""><col data-mce-fragment=""1"" width=""218""></colgroup>
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"" data-sheets-value='{""1"":2,""2"":""Chou kale 1 botte""}'>Chou kale 1 botte</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"" data-sheets-value='{""1"":2,""2"":""Laitue 2 têtes""}'>Laitue 2 têtes</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"" data-sheets-value='{""1"":2,""2"":""Persil 100g""}'>Persil 100g</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"" data-sheets-value='{""1"":2,""2"":""Oignon péyi 200g""}'>Oignon péyi 200g</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"" data-sheets-value='{""1"":2,""2"":""Basilic 100g""}'>Basilic 100g</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"" data-sheets-value='{""1"":2,""2"":""Menthe hollywood 50g""}'>Menthe hollywood 50g</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"" data-sheets-value='{""1"":2,""2"":""Epinard gombo""}'>Epinard gombo 1 botte</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"" data-sheets-value='{""1"":2,""2"":""Pourpier ""}'>Pourpier 1 botte</td>
</tr>
</tbody>
</table>
<br><br><br>
<style data-mce-fragment=""1"" type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<div class=""box-producteurs""></div>",Ta Nou,,Frais,Panier à thème - Feuillage,false,Panier,1 panier (6~9 références),,,,,"",0.0,shopify,100,deny,manual,30.00,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Panier-1-decouverte-bio-Martinique-Ecologie-agroecologie-agriculture-bio_bbc3cfd1-cea3-4ea2-8a11-fecc925542d1.jpg?v=1627062987,1,,false,Le panier de la semaine,,,,,,,,,,,,,,,,kg,,20.00,active
ti-panier,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Panier-1-decouverte-bio-Martinique-Ecologie-agroecologie-agriculture-bio_742fdc14-1b7e-4c77-80a7-d48739ee60c1.jpg?v=1627062987,2,'- Le panier de la semaine Background,,,,,,,,,,,,,,,,,,,,,
pitaya-ou-fruit-du-dragon-bio-1-piece,Pitaya (ou fruit du dragon) bio 1 pièce,"<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/ferme-morne-capot"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"">Voir la présentation de cette ferme</a></p>
</div>",Félix pognon,,fruit,"Bio, Catégorie_Fruits, citron, Fruit, Félix pognon, Producteurs_Felix Pognon",false,Poids,1 pièce,,,,,"",0.0,shopify,2,deny,manual,8.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/pitaya-3_0.jpg?v=1626713620,1,,false,,,,,,,,,,,,,,,,,kg,,6.00,active
papaye-demi-mure-1kg-1,Papaye demi mûre 1kg,"",Félix pognon,,fruit,"Bio, Catégorie_Fruits, Fruit",false,Poids,1kg,,,,,"",0.0,shopify,0,deny,manual,3.20,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_7c49e095-2f3b-4928-871f-dfd1fa2f5f4b.png?v=1626712838,1,,false,,,,,,,,,,,,,,,,,kg,,2.00,active
papaye-demi-mure-1kg-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/papayemure_26557944-fd8f-4166-9711-f6b08342b467.jpg?v=1626712838,2,,,,,,,,,,,,,,,,,,,,,,
persil-bio-50g,Persil bio 50g,"Le persil est incontournable dans notre cuisine, nous le trouvons dans le chiquetaille de morue, la sauce chien et d'autres plats de la gastronomie martiniquaise. Son arôme délicat est à préserver en l'ajoutant au dernier moment dans vos préparations. Souvent utilisé en décoration, ne vous privez pas de le manger, c'est un partenaire santé remarquable.",Félix pognon,,Plante,"Bio, Catégorie_Plantes, Catégorie_Épices, Epice, persil, Plante",false,poids,50g,,,,,"",0.0,shopify,0,deny,manual,3.70,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Persil-HELENE-MARIASSOUCE-AGRICULTRICE-GRAB-producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales_198517e7-cf2d-4253-a8e8-3885ce5209a0.jpg?v=1626628358,1,,false,,,,,,,,,,,,,,,,,kg,,2.60,active
persil-bio-50g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Persil-HELENE-MARIASSOUCE-AGRICULTRICE-GRAB-producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales_0a1ec7f6-fb22-4f51-9d70-cb837eb9a07c.jpg?v=1626628358,2,Persil bio 100g Background,,,,,,,,,,,,,,,,,,,,,
promo-carambole-bio-500g,Carambole bio 500g,"",Félix pognon,,Frais,Thème fruit,false,Poids,500g,,,,,"",0.0,shopify,5,deny,manual,2.50,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/carambole-fruit-martinique_0da9d417-90de-4d76-818d-e9729d142d4f.jpg?v=1627174468,1,,false,,,,,,,,,,,,,,,,,kg,,1.50,active
carambole-bio-500g-2,PROMO - Carambole bio 500g,"",Alexandre Terne,,fruit,"",false,Poids,500g,,,,,,0.0,shopify,0,deny,manual,1.80,,false,false,,,,,false,,,,,,,,,,,,,,,,,kg,,1.25,draft
corossol-bio-1-piece-1kg-environ,Corossol bio 1 pièce (1kg environ),"",Félix pognon,,fruit,"Bio, Catégorie_Fruits, Fruit",false,Poids,1 pièce,,,,,"",0.0,shopify,4,deny,manual,5.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/corossol-background-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales-aromatiques-martinique_219a031b-6030-4011-8c5b-2600091991ec.jpg?v=1628215281,1,Corossol bio Background,false,,,,,,,,,,,,,,,,,kg,,3.50,active
corossol-bio-1-piece-1kg-environ,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/corossol-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales-aromatiques-martinique_cdf9f70b-edf9-4b26-8f7f-1836cd80270b.jpg?v=1628215260,2,,,,,,,,,,,,,,,,,,,,,,
patate-douce-bio-1kg-2,Patate douce bio 1kg,"Ce légume riche en fibres et en vitamines est différent de la pomme de terre par son goût sucré, même si les techniques de préparations restent similaires. Rissolée ou au four elle saura ravir les plus grands appétits et pour les plus gourmets je conseils le muffin.",La Ferme des Plaisirs,,légume,"bio, Catégorie_Légumes, Légume, patate douce, racine",false,Poids,1kg,,,,,,0.0,shopify,9,deny,manual,3.90,,false,false,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/WhatsAppImage2021-01-24at14.12.18_a4a997f3-9e5b-4cc3-81b3-68ab7cdcb7a0.jpg?v=1625949523,1,,false,,,,,,,,,,,,,,,,,kg,,2.50,active
patate-douce-bio-1kg-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/patatedouce_bfb1903d-1bd4-4d1b-b270-5df41b23b993.jpg?v=1625949523,2,,,,,,,,,,,,,,,,,,,,,,
patate-douce-bio-1kg-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Patate-douce-bio-tonton-leon-fond-saint-denis-panier-livraison-domicile-martinique-bio-agriculture-local_3ee7a42e-0913-4645-befa-60f0aaf7bb6f.jpg?v=1625949523,3,,,,,,,,,,,,,,,,,,,,,,
patate-douce-bio-1kg-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_3d459cea-891f-4bf5-8890-8e9b63dd3247.jpg?v=1625949523,4,,,,,,,,,,,,,,,,,,,,,,
feuilles-de-moutarde-japoniaise-bio-100g-nouveaute,Feuilles de moutarde japonaise bio 100g,"<span>Ces feuilles de moutarde japonaise dont le nom ne cache pas le goût plus ou moins prononcé, peuvent se consommer crues en salade, assorties avec d'autres crudités afin d'atténuer le goût piquant selon vos préférences.</span><span></span>",Ferme du Prêcheur,,Frais,"Bio, Catégorie_Plantes, Plante, Producteurs_Ferme du Prêcheur, Prêcheur, salade",false,Poids,100g,,,,,"",0.0,shopify,0,deny,manual,3.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/moutardejaponaise1_1.jpg?v=1625929135,1,,false,,,,,,,,,,,,,,,,,kg,,2.50,active
feuilles-de-moutarde-japoniaise-bio-100g-nouveaute,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/moutardejaponaise1_2.jpg?v=1625929089,2,,,,,,,,,,,,,,,,,,,,,,
laitue-batavia-bio-4,Laitue Batavia bio,"Le domaine de la Chabet vous propose ses laitues cultivées dans les hauteurs de Fond-Saint-Denis, dans le respect de notre belle nature et de notre santé.<br>",Domaine de la Chabet,,,"Bio, Catégorie_Plantes, DOMAINE DE LA CHABET, Plante",false,Unité,1 tête,,,,,"",0.0,shopify,20,deny,manual,2.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Laitue-batavia-salade-bio-Martinique-Precheur-Ecologie_3ae54325-d8e7-4c2e-8341-126760e43969.jpg?v=1625687185,1,,false,,,,,,,,,,,,,,,,,kg,,1.80,active
laitue-batavia-bio-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/laitue-batavia-background-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales-aromatiques-martinique_3198c76e-269d-4868-8b11-e09888bf0634.jpg?v=1625687185,2,Laitue Batavia bio,,,,,,,,,,,,,,,,,,,,,
exclusivite-courge-pepon-bio-1kg,[EXCLUSIVITE] Courge Pépon bio 1kg,"<p>Re-découvrez la courge Pépon ! Jadis ce légume était utilisé sous forme cuisinée de daube. Cette courge très ancienne, a aujourd'hui presque disparu de nos jardins et de nos assiettes, pourtant elle regorge de vertus. Comme de nombreuses courges, les graines ont une valeur médicinale certaine tout particulièrement en ce qui concerne les traitements aux problèmes d'inflammation de la prostate (se référer aux articles du professeur K.M. BAUER de l'hôpital de Rosenheim de République Fédérale Allemande, au journal ""Médizinitch welt n° 34/190).<br></p>
<p>Par ailleurs, graines et pulpe sont rafraichissantes et tempérantes utilisées en émulsion, lorsqu'il s'agit d'apaiser la trop grande activité du sang en cas de sensation de chaleur.</p>
<p>Source : brochure ""Cuisine du second souffle"" dédiée à la courge Pépon - Auteur : Gérald SAINTE-ROSE dont nous vous partageons la citation suivante : <em>""Il ne peut y avoir d'économie sans santé, ni de santé sans agriculture car seule une bonne alimentation saine peut être la garantie d'une vraie et durable santé""</em>.</p>",Maison du manioc - JadKaPro,,légume,"Bio, Catégorie_Légumes, COURGE, courge pépon, Légume, légumes anciens",false,Poids,1kg,,,,,"",0.0,shopify,0,deny,manual,3.20,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/courgepepon.jpg?v=1625407434,1,,false,,,,,,,,,,,,,,,,,kg,,2.00,active
